Pricing Table,,,,,,,,
package,Priority,,,,,,,
carrier,AA,,,,,,,
subcode,CUU,,,,,,,
result_type,UNITLESS_PTABLE_TYPE,,,,,,,
name,Priority Price Test_t,,,,,,,
comment,Updating stale,,,,,,,
attribute_group,TS,,,,,,,
Pricelines,,,,,,,,
arm,Comment,Segment matches required,Travel dates (Start),Travel dates (End),Loc1,Loc2,Sector direction,Result
Control,Control - no change,,08/06/2026,12/05/2026,P:LBB,P:FSD,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LCH,P:TLH,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LFT,P:HSV,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LGA,P:AUS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LGA,P:HHH,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LRD,P:FAR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MAF,P:BOS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MDT,P:AEX,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MDT,P:SAF,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MFR,P:MOB,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MGM,P:MTJ,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MHT,P:FSM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MLB,P:BUF,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MLB,P:ELP,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MRY,P:DRO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MYR,P:TTN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:OKC,P:MFR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ONT,P:MYR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ORF,P:BGR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ORF,P:HTS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ORH,P:OAJ,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PBI,P:STS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PHX,P:LYH,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PHX,P:ORH,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PIA,P:PVU,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PIT,P:HDN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PSP,P:JAX,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PWM,P:SAV,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:RAP,P:RNO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:RDM,P:FAY,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:RDU,P:SLC,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:RIC,P:TXK,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:RNO,P:CLT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ROW,P:LEX,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:RST,P:ACT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:RST,P:COU,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:RST,P:PVD,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SAN,P:BIL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SAT,P:MSO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SAT,P:MTJ,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SBN,P:TRI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SBP,P:AVP,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SBP,P:OMA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SBY,P:TUL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SDF,P:RDM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SFO,P:ALO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SFO,P:LWB,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SFO,P:TUS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SGF,P:BZN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SGF,P:HRL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SGU,P:BDL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SJC,P:ONT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SLC,P:LCH,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SLC,P:LNK,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SMF,P:CAE,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SMF,P:YYC,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:STL,P:IND,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:STS,P:CLE,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SUN,P:FNT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SUN,P:ONT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SWO,P:BNA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SYR,P:CMI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:TLH,P:LAS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:TPA,P:BGR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:TPA,P:SCE,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:TTN,P:SYR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:TUL,P:BTR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:TXK,P:FLG,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:TXK,P:PVU,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:TYR,P:BPT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:TYS,P:HOU,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:VPS,P:LAW,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:VRB,P:HTS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:XNA,P:HPN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:YUL,P:OKC,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:YVR,P:AVL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:YVR,P:HHH,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:YYC,P:CLT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ABE,P:FLL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ABI,P:PNS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ACK,P:ATL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ACT,P:MIA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:AEX,P:MCI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ALO,P:BDL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ASE,P:TPA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ATL,P:HDN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ATW,P:PHF,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ATW,P:PWM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:AUS,P:YVR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:AVL,P:FSD,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:AZO,P:GEG,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BFL,P:SDF,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BGR,P:PBI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BGR,P:YUL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BHM,P:AEX,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BHM,P:FAY,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BOI,P:BUF,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BOI,P:SGF,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BOS,P:MEM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BRO,P:GPT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BTR,P:DSM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BUR,P:LFT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CAE,P:IDA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CHO,P:GSO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CID,P:CLE,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CLT,P:GGG,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CLT,P:YVR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CMH,P:MHT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CMI,P:BFL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:COS,P:BRO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:COS,P:SFO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CRW,P:OKC,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CRW,P:SGF,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CVG,P:SJT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:DAY,P:MSY,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:DCA,P:ANC,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:DEN,P:ABI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:DEN,P:ACY,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:DFW,P:PNS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:DFW,P:SDF,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:DRO,P:ECP,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:DSM,P:MSO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:DTW,P:MKE,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ELP,P:PHF,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:EUG,P:FSM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FAT,P:LAX,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FCA,P:STL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FLG,P:CMH,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FLG,P:FWA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FLG,P:MGM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FLL,P:LAW,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FLL,P:LBB,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FLL,P:PVD,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FNT,P:BHM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FSD,P:GNV,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:FWA,P:TLH,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GCK,P:OAJ,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GEG,P:VPS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GJT,P:DTW,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GPT,P:MHK,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GRI,P:BHM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GRI,P:BOS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GRI,P:JFK,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GSO,P:CHS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:GUC,P:BDL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:HOU,P:PHL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:HTS,P:CRP,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:HTS,P:TYS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:IAH,P:TTN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ILG,P:LAX,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:JAN,P:CLL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:JFK,P:BTV,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:JFK,P:MRY,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:JFK,P:SRQ,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LAW,P:COU,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LAX,P:PIT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LBB,P:ART,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LCH,P:FSM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LCH,P:MCI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LCH,P:STL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LFT,P:TPA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LNK,P:GRB,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LNK,P:MRY,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LYH,P:MRY,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:LYH,P:YQB,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MCO,P:SFO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MGM,P:ROA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MHK,P:JFK,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MHT,P:SBP,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MKE,P:SAN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MLB,P:MDT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MLI,P:MSP,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MLU,P:GCK,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MLU,P:PBI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MQT,P:TYS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MRY,P:LEX,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MRY,P:PBI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MSP,P:BOI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MVY,P:BTV,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:MYR,P:BFL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:OAJ,P:FWA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ONT,P:MSN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ORD,P:FWA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ORD,P:ORH,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ORD,P:STS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PHX,P:MFE,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PIA,P:SWO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PSC,P:SHV,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PSC,P:SLC,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PVD,P:LAS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PVD,P:TPA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:PVU,P:CLD,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:RDU,P:MLB,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:RFD,P:MIA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:RSW,P:ATW,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SAF,P:YUL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SAV,P:FSM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SAV,P:SYR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SBA,P:BHM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SBA,P:PHF,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SBP,P:BIS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SGF,P:SAV,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SJT,P:ART,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SJT,P:OMA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SPI,P:ATW,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SPI,P:DEN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SPS,P:SCE,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SWO,P:ACY,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SWO,P:GPT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:SWO,P:HOU,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:TLH,P:TXK,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:TPA,P:HSV,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:TRI,P:AZO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:TRI,P:HHH,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:TRI,P:MSN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:TRI,P:ORD,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:TUL,P:MAF,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:TUL,P:MKE,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:TUL,P:RIC,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:TVC,P:RFD,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:VPS,P:FSD,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:VPS,P:SJT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:YQB,P:MOB,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:YVR,P:GRI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:YYC,P:AUS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ACT,P:MEM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:AGS,P:MCO,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ALB,P:OMA,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ALO,P:ELP,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:ART,P:SPS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:AUS,P:DAY,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:AVL,P:COU,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:AZO,P:ABQ,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:AZO,P:CLT,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BDL,P:MAF,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BDL,P:YHZ,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BDL,P:YYC,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BHM,P:ANC,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BIS,P:CMH,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BIS,P:JAX,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BIS,P:SMF,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BNA,P:BGR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BNA,P:ILM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BOI,P:GRR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BOS,P:HDN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BOS,P:MSP,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BRO,P:BTV,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BTR,P:CMH,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BTR,P:HDN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BUF,P:BWI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BUF,P:MSY,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:BZN,P:BHM,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CAE,P:BOI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CAK,P:HPN,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CHS,P:ATL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CHS,P:GUC,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CID,P:TYR,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CLL,P:MFE,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CLT,P:CHS,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CMI,P:ALB,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CMI,P:MLI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CMI,P:YYZ,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:COU,P:BIL,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:COU,P:ERI,From Loc1 to Loc2,1.0
Control,Control - no change,,08/06/2026,12/05/2026,P:CRP,P:PVU,From Loc1 to Loc2,1.0
